"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FMR1NB",0.145823175832879,-1.50103975269122,3.01965793744786,-0.49708933388656,0.619126055856052,NA
"OGDHL",0.145823175832879,-1.50103975269122,3.01965793744786,-0.49708933388656,0.619126055856052,NA
"RPS26P41",0.145823175832879,-1.50103975269122,3.01965793744786,-0.49708933388656,0.619126055856052,NA
"TUBBP6",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"PRR30",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"HNRNPA1P57",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"JPH2",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"LINC02719",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"LINC01915",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"TRIM36-IT1",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"RNA5SP139",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"PPIAP65",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"MUC17",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"FAM230A",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"RNU6-875P",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"MMP26",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"RNU6-536P",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"MED15P9",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"ANKRD34C-AS1",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"RNU6-921P",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"RPL23AP35",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"COX7A2P1",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"LINC01782",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"SNRPCP11",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"SALL3",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"FOXR2",0.143087517725666,-1.12620561677707,3.024541044477,-0.372355871590364,0.709627904842186,NA
"FAM78B-AS1",0.139172953758014,-1.53035693217645,3.0213250902546,-0.506518460099734,0.612492733871583,NA
"KRT8P19",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"DUX4L26",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"RTBDN",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"POM121L12",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"LONRF2P4",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"NPIPA8",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"CADM2-AS1",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"SNX18P8",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"MT1IP",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"RPS29P6",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"LINC01257",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"PP12613",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"ECEL1",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"MISP",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"FTH1P19",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"KRT18P45",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"NPM1P36",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"IGFN1",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"RBBP4P5",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"CHST9",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"LINC00555",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"GRPEL2P3",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
"MIR708",0.133794969365306,-1.11618929278152,3.02415499062736,-0.369091298640737,0.71205967446895,NA
